sitio,id_aviso,url,operacion,tipo,comuna,barrio,direccion,titulo,precio_valor,precio_moneda,precio_clp,precio_uf,m2_util,m2_total,dormitorios,banos,estacionamientos,bodegas,antiguedad_anos,ano_construccion,gastos_comunes_clp,lat,lon,descripcion,publica,detalle_ok,fecha_scrape,antiguedad_aviso_dias,fecha_publicacion
pi,4089239572,https://portalinmobiliario.com/MLC-4089239572-inglaterra-59-departamento-loft-la-florida-_JM,arriendo,departamento,la-florida,Metro Mirador,"Inglaterra 59, Metro Mirador, La Florida","Inglaterra 59 - Departamento Loft, La Florida",384635.0,CLP,384635.0,SIN_DATO,41,39,1,1,0,0,4,2022,120901,-33.515215,-70.608252,"¡Aprovecha estas promociones! 
 Comisión de corretaje en cuotas
 Garantía en cuotas


¡Vive la Experiencia Multifamily! 
 En Blue Home somos únicos dueños de nuestros edificios lo que nos permite entregar la mejor experiencia de arriendo en Chile. 
 Contamos con espacios comunes de primer nivel y equipos profesionales presentes en cada uno de nuestros edificios para ayudarte a solucionar cualquier requerimiento que tengas! 
 

 Vive a pasos de Metro Mirador. Edificio Mirador cuenta con gimnasio, sala multiuso, sala wifi, quinchos en la azotea con vista panorámica, lavandería y bicicletero. Edificio Inglaterra es administrado con el profesionalismo y dedicación que distingue a Blue Home.

 CARACTERÍSTICAS DE LA PROPIEDAD: 
 Refrigerador paneleable
Microondas
Conexión a Lavadora
Cortinas Roller
Sofa de cama
Encimeras de vitroceramica
Cubiertos y Vajillas

 Si necesitas estacionamiento y/o bodegas pregunta a tu ejecutivo por disponibilidad y precio! 
 

 REQUISITOS: 
 En Blue Home nuestra mayor preocupación son nuestros residentes, por lo que te pediremos los siguientes requisitos para poder postular a vivir con nosotros: 
 Tu renta líquida debe ser al menos 3 veces el valor del arriendo. Si vives con alguien, pueden sumar ambas rentas, en cuyo caso la suma debe ser 4 veces el valor del arriendo. 
 Debes contar con un Aval 
 No puedes tener deudas morosas (DICOM) 
 Adicionalmente, más adelante en el proceso, te pediremos ciertos documentos para que los tengas a mano: 
 12 últimas cotizaciones 
 3 últimas liquidaciones de sueldo 
 

 Fotos y videos son referenciales 
 

 ¡Postula con nosotros y disfruta la nueva experiencia de arriendo!",SIN_DATO,1,2026-07-27,120,2026-03-29
pi,4060666896,https://portalinmobiliario.com/MLC-4060666896-departamento-en-arriendo-en-mall-florida-center-2d2n-de-70mt-_JM,arriendo,departamento,la-florida,Metro Mirador,"Exequiel Fernández 6200, La Florida, Metro Mirador, La Florida",Departamento En Arriendo En Mall Florida Center 2d2n De 70mt,560000.0,CLP,560000.0,13.71,70,70,SIN_DATO,SIN_DATO,SIN_DATO,0,1,2025,120000,-33.5104225,-70.6031421,"Hermoso departamento en arriendo – 70 m² | Metro Mirador

Se arrienda espectacular y luminoso departamento de 70 m², con excelentes terminaciones y ubicación privilegiada.
A solo 7 minutos caminando del Metro Mirador, ubicado justo frente al Mall florida Center.

Características del departamento:

Amplios y luminosos espacios

Ventanas termopanel

Cocina equipada con vitrocerámica

Piso vinílico de alta calidad

Incluye estacionamiento y bodega

Edificio semi nuevo, de alto estándar, cuenta con:

Piscina

Gimnasio

Quinchos

Salón de eventos

Sala de mascotas

Jardín en altura

Excelente conectividad y entorno

Condiciones:

Canon de arriendo: $560.000 con estacionamiento y bodega

Gastos comunes: aprox. $120.000 (variable)

Promoción especial solo por este mes: garantía y comisión en cuotas

Disponibilidad inmediata

Ideal para quienes buscan comodidad, buena ubicación y un edificio con completas áreas comunes.",SIN_DATO,1,2026-07-26,150,2026-02-27
pi,2037561711,https://portalinmobiliario.com/MLC-2037561711-edificio-barrio-juan-de-pineda-vista-sur-piso-3-_JM,arriendo,departamento,la-florida,Vicente Valdés,"Juan De Pineda 7704, Vicente Valdés, La Florida",Edificio Barrio Juan De Pineda Vista Sur Piso 3,375000.0,CLP,375000.0,SIN_DATO,34,38,1,1,0,0,SIN_DATO,SIN_DATO,81000,-33.524601,-70.586693,"Codigo de la Propiedad: 1562-1. 
¡Este departamento puede ser tu nuevo hogar!
¡EN PROMOCIÓN! Arrendar esta propiedad tiene los siguientes beneficios:
» Pago de Garantía en 3 cuota(s), con 33.33% de pago inicial de garantía.
Aplican términos y condiciones.

Edificio 100% dedicado al arriendo con gastos comunes fijos. Cuenta con administración y mantención profesional.
El edificio se encuentra cercano a estación de metro Vicuña Mackenna y metro 

Además de los servicios mencionados arriba, también cuenta con: Accesos Controlados,Bicicletero,Gimnasio,Lavandería,Quincho,Salón de Reuniones.

Las terminaciones del departamento son: 
» Ventanas: Termopanel en PVC.
» Agua Caliente: Termo Electrico.
» Cocina: Encimera Vitrocerámica.
» Piso Cocinas: Porcelanato / Cerámica.
» Piso Baños: Porcelanato / Cerámica.
» Piso Estar: Porcelanato / Cerámica.
» Piso Dormitorios: Vinilico.
» Terrazas: Metalicas.
» Cubiertas Cocinas: Granito.
» Cubiertas Baños: Porcelánico.
» Chapa: Electrónica.
» Conexion Lavadora: Si.
» Alarma: Si.
 

Adicionalmente el departamento está equipado con: Refrigerador,Campana,Cortinas Roller,Porta TV,Juego terraza,Luminarias,Horno Eléctrico,Sofá Cama. 
El valor del estacionamiento es opcional, se cobrará adicionalmente al valor indicado de arriendo. 
El valor de la bodega es opcional, se cobrará adicionalmente al valor indicado de arriendo. 
Amoblado: Si.
Simplifica tu arriendo con nuestras opciones de flexibilidad:
>> Arriendo Sin Aval: ahórrate un cacho y arrienda sin aval si cumples con los requisitos de renta por tu cuenta.
Para más información ponte en contacto con nosotros.

Tenemos cientos de departamentos disponibles ¡Contáctanos y te ayudaremos a conseguir el mejor para tí!

Esta propiedad sigue disponible, fue publicada el 26 de Julio. Si te interesa, ponte en contacto con nosotros.",SIN_DATO,1,2026-07-27,30,2026-06-27
pi,4188419988,https://portalinmobiliario.com/MLC-4188419988-departamento-en-arriendo-de-3-dorm-en-la-florida-_JM,arriendo,departamento,la-florida,San José De La Estrella,"José Miguel Carrera, San José De La Estrella, La Florida",Departamento En Arriendo De 3 Dorm. En La Florida,400000.0,CLP,400000.0,9.79,52,58,SIN_DATO,1,SIN_DATO,0,0,2026,50000,-33.5511016,-70.5672099,"Arriendo amplio departamento de 3 dormitorios y 1 baño en la comuna de La Florida, ubicado en la intersección de Av. La Florida con Av. José Miguel Carrera. Con una superficie construida de 58 m2 y una orientación Nor-oriente, esta propiedad ofrece una excelente distribución de espacios y una ubicación conveniente cercana a comercios, servicios y locomoción.

Para agendar visita debe enviar la siguiente documentación:

( Es Necesario Aval Con los Mismos Requisitos mas comprobante de domicilio)

En caso de ser Dependiente:
- 3 últimas liquidaciones de sueldo
- Certificado DICOM Platinum 360
- Cartola AFP (1 año)
- Fotocopia del Carnet
- Tener sueldo líquido 2,5 veces valor arriendo


En caso de ser Independiente:
- Carpeta tributaria
- Ultimos 6 IVAS o
- 6 Boleta de Honorarios segun corresponda.
- Último impuesto a la renta
- Iniciación de actividades
- DICOM Platinum 360
- Fotocopia de carnet

En caso de arrendar como Empresa:
- Protocolización de constitución de la sociedad
- Fotocopia de Rut de la empresa
- Fotocopia de Rut del o los representantes legales
- DICOM Empresarial
- Último Balance
- Carpeta tributaria

Presentar un Aval con documentación solicitada",SIN_DATO,1,2026-07-26,150,2026-02-27
pi,4176373462,https://portalinmobiliario.com/MLC-4176373462-edificio-froilan-roa-1-est-vista-oriente-piso-7-_JM,arriendo,departamento,la-florida,Metro Mirador,"Froilán Roa 6333, Metro Mirador, La Florida",Edificio Froilán Roa (1 Est.) Vista Oriente Piso 7,390000.0,CLP,390000.0,SIN_DATO,32,36,1,1,SIN_DATO,0,SIN_DATO,SIN_DATO,65000,-33.511936,-70.601501,"Codigo de la Propiedad: 2943-1. 
¡Este departamento puede ser tu nuevo hogar!
¡EN PROMOCIÓN! Arrendar esta propiedad tiene los siguientes beneficios:
» Pago de Garantía en 3 cuota(s), con 33.33% de pago inicial de garantía.
Aplican términos y condiciones.

Los gastos comunes son referenciales y podrían variar mes a mes.
Además de los servicios mencionados arriba, también cuenta con: Accesos Controlados,Áreas verdes,Ascensor,Citófono,Condominio,Estacionamiento en superficie,Estacionamiento de visitas,Gimnasio,Jardines,Juegos infantiles,Piscina,Quincho,Transporte urbano cercano,Ventanas termopanel.

El valor del estacionamiento está incluido en el valor indicado de arriendo. 
 

Tenemos cientos de departamentos disponibles ¡Contáctanos y te ayudaremos a conseguir el mejor para tí!

Esta propiedad sigue disponible, fue publicada el 26 de Julio. Si te interesa, ponte en contacto con nosotros.",SIN_DATO,1,2026-07-27,14,2026-07-13
pi,2037605499,https://portalinmobiliario.com/MLC-2037605499-arriendo-depto-la-florida-2d1b0est1bod-41m2-metro-vvalde-_JM,arriendo,departamento,la-florida,Vicente Valdés,"ARRIENDO DEPTO LA FLORIDA 2D+1B+0EST+1BOD 41M2 METRO V.VÁLDE, Vicente Valdés, La Florida",Arriendo Depto La Florida 2d+1b+0est+1bod 41m2 Metro V.válde,390000.0,CLP,390000.0,SIN_DATO,40,41,2,1,SIN_DATO,1,17,2009,70000,-33.526192,-70.5975592,"Atención, valor de arriendo rebajado por los primeros 3 meses a $ 390.000. Luego vuelve al valor normal de $ 420.000.

Se entrega recién pintado. Ubicado realnmente a pasos de estación de Metro Vicente Valdés.

Cuenta con:

- 40m2 útiles y 41m2 totales con terraza con orientación Norte, al igual que los dormitorios
- Living y cocina americana juntos, con mesón comedor
- Cocina americana con espacio para refrigerador alto, artefactos full eléctricos y espacio e instalación para lavavajillas
- Dormitorio principal con espacio para cama de 2 plazas y closet empotrado
- Dormitorio secundario con espacio para cama de 1 plaza y closet empotrado
- Baño completo con tina
- Incluye 1 bodega. No tiene estacionamiento
- Gastos comunes de $ 70.000 mensual aprox. Agua caliente se cobra en los gastos comunes

Departamento en piso 22 de 23 y orientación Norte. Condominio de año 2009, cuenta con piscina, quinchos, sala para eventos, gimnasio, lavandería, juegos para niños y estacionamientos para visitas.

Ubicación privilegiada y gran conectividad, en la entrada al metro VIcente Valdés (Línea 5 y Línea 4). A 300 metros de ingreso a Autopista Vespucio Sur, conectando a autopistas urbanas e interurbanas. Gran cantidad de servicios, comercio y entretención.

Requisitos para arriendo

- Renta de 3 veces el valor de arriendo (4 veces al complementar renta con una pareja). Este es requisito inicial a acreditar para coordinar visita
- Presentar aval con igual condición de renta (se solicitan liquidaciones y certificado de cotizaciones)
- Certificado de cotizaciones AFP arrendatario y aval (12 últimos meses)
- Informe Dicom arrendatario y aval (Platinium o 360, Dicom Arriendo)
- El contrato se firma en pesos, reajustable cada 6 meses por IPC
- Se paga 1 mes de arriendo por adelantado, se deja 1 mes de garantía y se paga el 50% + IVA de un arriendo como comisión de corretaje (una vez).",SIN_DATO,1,2026-07-27,24,2026-07-03
pi,4161009502,https://portalinmobiliario.com/MLC-4161009502-arriendo-estilo-mariposa-2d-1b-est-bod-orompello-_JM,arriendo,departamento,la-florida,La Florida Alto,"La Florida Alto, La Florida",Arriendo Estilo Mariposa 2d + 1b + Est. + Bod. / Orompello,380000.0,CLP,380000.0,SIN_DATO,54,54,2,1,SIN_DATO,1,SIN_DATO,SIN_DATO,155000,-33.5181187,-70.5645637,"Departamento en arriendo, estilo mariposa, ubicado en la comuna de La Florida, con orientación Suroriente, emplazado en el piso 4.

Cuenta con living comedor en un ambiente con salida a terraza, con piso flotante, cocina con concepto abierto amoblada y equipada con encimera, horno y campana eléctrica, con 2 dormitorios principal con acceso a terraza y 1 baño. Además, con conexión a lavadora, ventanas termopanel, cortinas roller.

-Con 1 estacionamiento y 1 bodega.
-Gastos comunes $155.000 aprox.
-Entrega inmediata.

Condominio con acceso controlado, cuenta con piscina, sala multiuso, estacionamiento de visitas, bicicleteros y áreas verdes.

Cercano a colegios, supermercados, centros médicos, clínicas, autopista Vespucio Sur, estaciones de servicio, entre otros.",SIN_DATO,1,2026-07-27,43,2026-06-14
pi,2027947151,https://portalinmobiliario.com/MLC-2027947151-departamento-en-arriendo-de-1-dorm-en-la-florida-_JM,arriendo,departamento,la-florida,Metro Mirador,"Mall Florida Center, Metro Mirador, La Florida",Departamento En Arriendo De 1 Dorm. En La Florida,350000.0,CLP,350000.0,SIN_DATO,35,38,1,1,SIN_DATO,1,9,2017,65000,-33.514566,-70.6076899,"Arriendo Departamento en La Florida 1 Dormitorio 1 Baño a pasos metro Mirador. Cuenta con: Accesos controlados, áreas verdes, ascensor, bicicletero, bodega, cercano a vía principal, cercano a colegios, circuito cerrado de TV, citófono, condominio, conserjería, estacionamiento de visitas, gimnasio, jardines, juegos infantiles, lavandería, piscina, portón eléctrico, quincho, sala de eventos sala de juegos, salón de reuniones y transporte urbano cercano
Cuenta CON ESTACIONAMIENTO Y BODEGA

Para visitar debe enviar la siguiente documentación.:
En caso de ser Dependiente:

- 3 últimas liquidaciones de sueldo
- Certificado DICOM Platinum 360
- Cartola AFP (1 año)
- Fotocopia del Carnet
- Tener sueldo líquido 3 veces valor arriendo

En caso de ser Independiente

- Últimos seis IVA
- Ultimo impuesto a la renta
- Iniciación de actividades
- DICOM Platinum 360
- Fotocopia de carnet

En caso de arrendar como Empresa

- Protocolización de constitución de la sociedad
- Fotocopia de rut de la empresa
- Fotocopia de rut del o los representantes legales
- DICOM Empresarial
- Último Balance

Presentar un Aval con documentación solicitada, mas comprobante de domicilio",SIN_DATO,1,2026-07-27,60,2026-05-28
pi,4143692714,https://portalinmobiliario.com/MLC-4143692714-edificio-av-vicuna-mackenna-ote-vista-sur-piso-9-_JM,arriendo,departamento,la-florida,Plaza Vespucio,"Av. Vicuña Mackenna Ote. 7320, Plaza Vespucio, La Florida",Edificio Av. Vicuña Mackenna Ote. Vista Sur Piso 9,295000.0,CLP,295000.0,7.22,21,24,0,1,0,0,SIN_DATO,SIN_DATO,65000,-33.520489,-70.598473,"Codigo de la Propiedad: 47-11. 
¡Este departamento puede ser tu nuevo hogar!
Este departamento es un tipo Estudio
¡EN PROMOCIÓN! Arrendar esta propiedad tiene los siguientes beneficios:
» Pago de Garantía en 3 cuota(s), con 33% de pago inicial de garantía.
Aplican términos y condiciones.

Los gastos comunes son referenciales y podrían variar mes a mes.
El edificio se encuentra cercano a estación de metro Bellavista de La Florida y metro Vicuña Mackenna

Además de los servicios mencionados arriba, también cuenta con: Accesos Controlados,Ascensor,Citófono,Transporte urbano cercano.

 
 
Simplifica tu arriendo con nuestras opciones de flexibilidad:
>> Arriendo Sin Garantía: arrienda sin garantía y dale un respiro a tu bolsillo. Además, te olvidas del mal rato cuando dejes la propiedad. ¡Todas las reparaciones por uso y desgaste de la propiedad están cubiertas!
>> Arriendo Sin Aval: ahórrate un cacho y arrienda sin aval si cumples con los requisitos de renta por tu cuenta.
Para más información ponte en contacto con nosotros.

Tenemos cientos de departamentos disponibles ¡Contáctanos y te ayudaremos a conseguir el mejor para tí!

Esta propiedad sigue disponible, fue publicada el 26 de Julio. Si te interesa, ponte en contacto con nosotros.",SIN_DATO,1,2026-07-26,24,2026-07-03
pi,2059565239,https://portalinmobiliario.com/MLC-2059565239-1d1b-metro-mirador-340000-garantia-en-cuotas-_JM,arriendo,departamento,la-florida,Metro Mirador,"Exequiel Fernández 6200, La Florida, Metro Mirador, La Florida",1d1b Metro Mirador 340.000 Garantia En Cuotas,340000.0,CLP,340000.0,SIN_DATO,40,40,1,1,SIN_DATO,0,1,2025,75000,-33.5105453,-70.6029792,"Valor arriendo: $340.000
Gasto común aproximado: $75.000

¡Excelente oportunidad para vivir en un moderno edificio, ubicado frente al Mall Florida Center y a solo 7 minutos caminando de Metro Mirador!

Características del departamento:

1 dormitorio.
1 baño.
Cocina integrada, equipada con encimera, horno y campana.
Living-comedor.
Conexión para lavadora.
Excelente distribución e iluminación.

Equipamiento del edificio:

Piscina.
Gimnasio.
Quinchos.
Salón de eventos.
Sala de estudio.
Lavandería.
Conserjería y seguridad 24/7.

Ubicación privilegiada:

Frente al Mall Florida Center.
A pasos de supermercados, farmacias, bancos, restaurantes y comercio.
A 7 minutos caminando de Metro Mirador.
Excelente conectividad y acceso a locomoción.

Promoción de ingreso:

Garantía hasta en 3 cuotas.
Comisión de corretaje hasta en 3 cuotas.

Requisitos para postular:

Cédula de identidad vigente.
Acreditar ingresos líquidos equivalentes a 3 veces el valor del arriendo (se puede complementar renta).
Últimas 6 liquidaciones de sueldo o 6 boletas de honorarios (según corresponda).
Certificado de cotizaciones AFP (últimos 12 meses).
Certificado de antecedentes.
No registrar DICOM.
Aval o codeudor solidario en caso de ser requerido según evaluación.

¡Agenda tu visita y conoce tu próximo hogar!",SIN_DATO,1,2026-07-27,13,2026-07-14
pi,4160984376,https://portalinmobiliario.com/MLC-4160984376-departamento-mariposa-con-bodega-en-vicente-valdes-_JM,arriendo,departamento,la-florida,Vicente Valdés,"Las Acacias 7500 - 7800, La Florida, Vicente Valdés, La Florida",Departamento Mariposa Con Bodega En Vicente Valdes,520000.0,CLP,520000.0,SIN_DATO,57,64,2,2,SIN_DATO,1,7,2019,100000,-33.5263188,-70.5988606,"Departamento en arriendo en La Florida con diseño moderno, terraza y una ubicación privilegiada a pasos del Metro Vicente Valdes.

- Dormitorio: 2
- Baños: 2
- Superficie Total: 64 mts2.
- Orientación: Sur
- Piso: 9
- Estacionamiento: 1 (Por adicional $50.000)
- Bodega: 1
- Gastos comunes: $100.000
- Disponible: Agosto
- Código interno: 1.689

Excelente alternativa para vivir gracias a sus cómodos espacios, distribución funcional y ubicación estratégica. Este edificio en La Florida se encuentra rodeado de servicios, comercio, colegios y centros de salud, con rápida conexión al resto de la ciudad por su cercanía a avenida Vicuña Mackenna y a la estación de Metro Vicente Valdés (L4 y L5).

La propiedad cuenta con una superficie total de 64 mts2., distribuidos en 57 mts2. interiores y 7 mts2. de terraza e incluye 1 bodega en subterráneo dentro del valor de arriendo.

Al ingresar se aprecia la cocina integrada, equipada con cubierta de granito, encimera a gas de 4 platos y mesón tipo isla móvil, junto al área de living-comedor con salida directa a una amplia terraza de orientación Sur. Este espacio exterior destaca no solo por su tamaño, sino también por su funcionalidad, ya que cuenta con conexión a lavadora y un clóset adicional ideal como armario o bodega extra.

En sus terminaciones se puede destacar el piso flotante en estar y dormitorios, walk-in closet y baño con shower door en el dormitorio principal, segundo dormitorio con clóset y tina, además de secaplatos aéreo incorporado en mueble.

El departamento se ubica en el piso 9 de un edificio construido en 2019, con solo 12 departamentos por piso. El condominio ofrece espacios comunes completos, que incluyen: quinchos, piscina, gimnasio, sala multiuso, sala de reuniones, lavandería, bicicletero, además de conserjería, accesos controlados, seguridad 24/7 y estacionamientos de visita.

Conozca este magnífico departamento en un agradable condominio familiar, que le permitirá una vida cómoda y bien conectada.

– Dispo",SIN_DATO,1,2026-07-27,18,2026-07-09
pi,4143694514,https://portalinmobiliario.com/MLC-4143694514-departamento-de-2-habitaciones-la-florida-_JM,arriendo,departamento,la-florida,Plaza Vespucio,"Calle Nueva 141, La Florida, Plaza Vespucio, La Florida",Departamento De 2 Habitaciones La Florida,400000.0,CLP,400000.0,SIN_DATO,52,56,2,1,SIN_DATO,0,SIN_DATO,SIN_DATO,75000,-33.5210256,-70.5981745,"***OPORTUNIDAD DE ARRIENDO***
Yarelis Morillo 9-53924040

Acogedor departamento de 2 habitaciones 1 baño
Cocina equipada con encimera, horno y campana
Conexión a lavadora
Orientación Oriente
Piso 11
A pasos del metro Bellavista de la florida L5 y al metro Vicuña Mackenna L4
Requisitos 
12 ultimas cotizaciones de AFP
3 ultimas liquidaciones de sueldo (acreditar 3 veces el valor del arriendo)
Dicom
Cedula 
Contrato indefinido 
1 mes de arriendo 
1 mes de garantía 
Comisión de corretaje (50% del valor del arriendo más IMPUESTOS)",SIN_DATO,1,2026-07-27,24,2026-07-03
pi,2027779307,https://portalinmobiliario.com/MLC-2027779307-dpto-2d2b-nuevo-piso-16-la-concepcion-7663-la-florida-_JM,arriendo,departamento,la-florida,Vicente Valdés,"Metro Vicente Valdes, Vicente Valdés, La Florida","Dpto. 2d2b Nuevo Piso 16, La Concepción 7663, La Florida.",570000.0,CLP,570000.0,SIN_DATO,45,49,2,2,SIN_DATO,1,2,2024,60000,-33.5248894,-70.5947495,"Departamentos NUEVO 2D+2B LA CONCEPCION #7663 LA FLORIDA.
Canon arriendo mensual $570.000.INCLUYE ESTACIONAMIENTO Y BODEGA.
50% DE DESCUENTO PRIMER MES
GARANTIA Y COMISION CORRETAJE EN 2 CUOTAS

Ven a conocer tu nuevo hogar en el EDIFICIO ALIKE!

Arrienda tu departamento COMPLETAMENTE NUEVO y con las mejores instalaciones comunes.

Además de los servicios mencionados arriba, también cuenta con: Accesos Controlados, Áreas verdes ,Ascensor, Bicicletero, Circuito cerrado de Tv, Citófono, Conserjería, Estacionamiento, Estacionamiento de visitas, Gimnasio, Quincho ,Sala de eventos/ gourmet, Salón de Reuniones, Salón lounge.

Las terminaciones del departamento son:
» Ventanas: Monolítico Metálico.
» Agua Caliente: Central Agua Caliente.
» Cocina: Encimera Vitrocerámica.
» Piso Cocinas: Porcelanato / Cerámica.
» Piso Baños: Porcelanato / Cerámica.
» Piso Estar: Flotante.
» Piso Dormitorios: Flotante.
» Terrazas: Metálicas.
» Cubiertas Cocinas: Granito.
» Cubiertas Baños: Mármol/Similar.
» Chapa: Electrónica.
» Conexión Lavadora: Si.
» Alarma: Si.


REQUISITOS DE ARRIENDO:


1. 3 Últimas liquidaciones
2. Contrato Indefinido, anexo o certificado de antigüedad laboral
3. Cartola AFP
4. Cédula por ambos lados
5. Dicom platinum 360

Sobre la renta:

3 Veces titular (Pueden complementar entre dos personas)
3 Veces la renta Aval",SIN_DATO,1,2026-07-27,90,2026-04-28
pi,4120941406,https://portalinmobiliario.com/MLC-4120941406-walker-martinez-1165-dpto-2d2bbe-50-dscto-1er-mes-_JM,arriendo,departamento,la-florida,Vicente Valdés,"WALKER MARTINEZ 1165 DPTO NUEVO ESTILO MARIPOSA, Vicente Valdés, La Florida",Walker Martinez 1165 Dpto 2d+2b+b+e - 50% Dscto 1er Mes,520000.0,CLP,520000.0,SIN_DATO,54,66,2,2,SIN_DATO,1,SIN_DATO,SIN_DATO,125000,-33.5227369,-70.585694,"Departamento en arriendo en La Florida, por $520.000 pesos, ubicado en Walker Martínez 1165, de estilo moderno y espacioso con 54 m2 de construcción y 66 m2 de superficie total. Esta comuna ofrece un entorno tranquilo y seguro, ideal para familias. El departamento cuenta con 2 baños, 2 privados, estacionamiento y bodega incluidos. ¡Aprovecha esta oportunidad para vivir en un lugar cómodo y bien ubicado!

Este acogedor departamento en La Florida es perfecto para quienes buscan un lugar céntrico y funcional. Con sus amplios espacios y excelente distribución, brinda comodidad y practicidad a sus residentes. Además, la cercanía a servicios básicos como supermercados, colegios y parques hacen de esta zona una excelente elección para vivir. ¡No te pierdas la oportunidad de disfrutar de este hogar!",SIN_DATO,1,2026-07-27,30,2026-06-27
pi,4152904518,https://portalinmobiliario.com/MLC-4152904518-adm-depto-1d1b-en-la-florida-50dcto-_JM,arriendo,departamento,la-florida,Plaza Vespucio,"Lago Pirihueico 6502, Plaza Vespucio, La Florida","(adm) Depto 1d1b, En La Florida 50%dcto",300000.0,CLP,300000.0,SIN_DATO,31,36,1,1,SIN_DATO,0,6,2020,65000,-33.5139481,-70.5951457,"Se Arrienda departamentos nuevos en excelente ubicación: 1 habitación 1 baño, TERRAZA Y CONEXION A LAVADORA.

PROMOCION DEL 50% DE DESCUENTO EN 1 MES DE ARRIENDO!

Gastos comunes:$65.000

DISPONIBILIDAD DE BODEGAS Y ESTACIONAMIENTOS
Estacionamiento (opcional)
Bodega (opcional)

Departamentos incluyen, encimera de vitrocerámica (horno eléctrico, campana de extracción) y terraza.

Edificio cuenta con:
Conserjería 24/7.
Circuito cerrado de tv
Lavandería
Piscina
Salón Multiuso
Quinchos
Sala de juegos de niños
Estacionamiento de visitas
Bicicletero

Se solicita se envíe documentación para poder agendar visita",SIN_DATO,1,2026-07-27,20,2026-07-07
pi,4191176460,https://portalinmobiliario.com/MLC-4191176460-edificio-el-blanco-1-est-1-bod-vista-norte-piso-4-_JM,arriendo,departamento,la-florida,Vicente Valdés,"El Blanco 58, Vicente Valdés, La Florida",Edificio El Blanco (1 Est. 1 Bod.) Vista Norte Piso 4,625000.0,CLP,625000.0,SIN_DATO,74,81,3,2,SIN_DATO,1,SIN_DATO,SIN_DATO,155000,-33.525475,-70.600288,"Codigo de la Propiedad: 1259-6. 
¡Este departamento puede ser tu nuevo hogar!
¡EN PROMOCIÓN! Arrendar esta propiedad tiene los siguientes beneficios:
» Pago de Garantía en 3 cuota(s), con 34% de pago inicial de garantía.
Aplican términos y condiciones.

Los gastos comunes son referenciales y podrían variar mes a mes.
El edificio se encuentra cercano a estación de metro Vicente Valdés y metro 

Además de los servicios mencionados arriba, también cuenta con: Accesos Controlados,Áreas verdes,Ascensor,Bicicletero,Cerca a Vía Principal,Circuito cerrado de Tv,Citófono,Condominio,Conserjería,Edificio chico,Estacionamiento en superficie,Estacionamiento de visitas,Estacionamiento subterráneo,Gimnasio,Jardines,Lavandería,Piscina,Portón eléctrico,Quincho,Sala de eventos / gourmet,Salón de Reuniones,Seguridad,Terraza Panorámica,Transporte urbano cercano.

Las terminaciones del departamento son: 
» Ventanas: Termopanel en PVC.
» Agua Caliente: Termo Electrico.
» Cocina: Encimera Vitrocerámica.
» Piso Cocinas: Porcelanato / Cerámica.
» Piso Baños: Porcelanato / Cerámica.
» Piso Estar: Porcelanato / Cerámica.
» Piso Dormitorios: Porcelanato / Cerámica.
» Terrazas: Metalicas.
» Cubiertas Cocinas: Cuarzo/Similar.
» Cubiertas Baños: Porcelánico.
» Chapa: Normal.
» Conexion Lavadora: No.
» Alarma: Si.
 

Adicionalmente el departamento está equipado con: Campana,Barras de Cortinas. 
El valor del estacionamiento está incluido en el valor indicado de arriendo. 
El valor de la bodega está incluido en el valor indicado de arriendo. 
Simplifica tu arriendo con nuestras opciones de flexibilidad:
>> Arriendo Sin Garantía: arrienda sin garantía y dale un respiro a tu bolsillo. Además, te olvidas del mal rato cuando dejes la propiedad. ¡Todas las reparaciones por uso y desgaste de la propiedad están cubiertas!
>> Arriendo Sin Aval: ahórrate un cacho y arrienda sin aval si cumples con los requisitos de renta por tu cuenta.
Para más información ponte en contacto c",SIN_DATO,1,2026-07-27,11,2026-07-16
